주문번호,주문일,주문시간,채널,카테고리,상품명,SKU,수량,단가,합계,배송지역,주문상태
KL-260218-0513,2026-02-18,11:12,컬리,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,광주,배송완료
KL-260218-0513,2026-02-18,11:12,컬리,커피포,군밤맛 커피포,NM-2000015,2,15900,31800,광주,배송완료
KL-260218-0513,2026-02-18,11:12,컬리,세트,선물세트 (3입x4종),NM-5000003,1,32000,32000,광주,배송완료
NV-260218-00514,2026-02-18,11:10,네이버,세트,전맛 6종 세트,NM-5000002,1,89000,89000,서울,배송완료
CP-4000000515,2026-02-18,13:35,쿠팡,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,경북,배송완료
NV-260218-00516,2026-02-18,22:52,네이버,커피포,말차라떼맛 커피포,NM-2000108,2,15900,31800,경기,배송완료
NV-260218-00516,2026-02-18,22:52,네이버,커피포,군밤맛 커피포,NM-2000015,2,15900,31800,경기,배송완료
29-100517,2026-02-18,14:29,29CM,커피포,얼그레이밀크티 커피포,NM-2000016,1,15900,15900,경기,배송완료
KL-260218-0518,2026-02-18,21:48,컬리,MD상품,뉴믹스 에코백,NM-4000004,2,18000,36000,전북,배송완료
29-100519,2026-02-18,21:52,29CM,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,전북,배송완료
CP-4000000520,2026-02-18,10:51,쿠팡,세트,전맛 6종 세트,NM-5000002,1,89000,89000,충북,교환완료
CP-4000000520,2026-02-18,10:51,쿠팡,스낵,건빵크런치 8개입,NM-3000001,2,6500,13000,충북,교환완료
CP-4000000521,2026-02-18,13:08,쿠팡,커피포,타로밀크티 커피포,NM-2000018,1,15900,15900,강원,배송완료
CP-4000000521,2026-02-18,13:08,쿠팡,커피포,밀크카라멜맛 커피포,NM-2000114,2,15900,31800,강원,배송완료
CP-4000000521,2026-02-18,13:08,쿠팡,세트,선물세트 (3입x4종),NM-5000003,2,32000,64000,강원,배송완료
CP-4000000522,2026-02-18,10:45,쿠팡,커피포,군밤맛 커피포,NM-2000015,2,15900,31800,경기,교환완료
CP-4000000522,2026-02-18,10:45,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,경기,교환완료
KL-260218-0523,2026-02-18,18:36,컬리,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,경기,배송완료
KL-260218-0523,2026-02-18,18:36,컬리,커피포,생일파티바닐라 커피포,NM-2000005,2,15900,31800,경기,배송완료
CP-4000000524,2026-02-18,07:27,쿠팡,스낵,건빵크런치 8개입,NM-3000001,1,6500,6500,서울,배송완료
CP-4000000524,2026-02-18,07:27,쿠팡,스낵,건빵크런치 8개입,NM-3000001,2,6500,13000,서울,배송완료
NV-260218-00525,2026-02-18,21:35,네이버,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,부산,배송완료
NV-260218-00525,2026-02-18,21:35,네이버,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,부산,배송완료
NV-260218-00525,2026-02-18,21:35,네이버,커피포,오리지널 에어 10T,NM-2000008,1,16500,16500,부산,배송완료
CP-4000000526,2026-02-18,14:38,쿠팡,MD상품,도자기컵,NM-4000003,1,28000,28000,서울,배송완료
CP-4000000526,2026-02-18,14:38,쿠팡,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,서울,배송완료
NV-260218-00527,2026-02-18,12:46,네이버,세트,전맛 6종 세트,NM-5000002,1,89000,89000,대구,배송완료
KL-260218-0528,2026-02-18,22:54,컬리,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,경기,반품완료
KL-260218-0528,2026-02-18,22:54,컬리,세트,선물세트 (3입x4종),NM-5000003,1,32000,32000,경기,반품완료
KL-260218-0528,2026-02-18,22:54,컬리,세트,베스트 4종 세트,NM-5000001,2,55000,110000,경기,반품완료
KL-260218-0529,2026-02-18,20:28,컬리,세트,전맛 6종 세트,NM-5000002,3,89000,267000,광주,배송완료
CP-4000000530,2026-02-18,18:44,쿠팡,세트,전맛 6종 세트,NM-5000002,3,89000,267000,강원,배송완료
CP-4000000530,2026-02-18,18:44,쿠팡,스낵,오란다 오리지널,NM-3000003,2,4500,9000,강원,배송완료
NV-260218-00531,2026-02-18,15:35,네이버,세트,선물세트 (3입x4종),NM-5000003,1,32000,32000,대구,배송완료
NV-260218-00531,2026-02-18,15:35,네이버,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,대구,배송완료
CP-4000000532,2026-02-18,03:01,쿠팡,커피포,바나나우유맛 커피포,NM-2000043,2,15900,31800,서울,반품완료
CP-4000000533,2026-02-18,20:01,쿠팡,세트,선물세트 (3입x4종),NM-5000003,1,32000,32000,충남,배송완료
CP-4000000534,2026-02-19,15:12,쿠팡,세트,베스트 4종 세트,NM-5000001,2,55000,110000,서울,배송완료
CP-4000000535,2026-02-19,14:52,쿠팡,세트,전맛 6종 세트,NM-5000002,2,89000,178000,울산,배송완료
CP-4000000535,2026-02-19,14:52,쿠팡,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,울산,배송완료
CP-4000000535,2026-02-19,14:52,쿠팡,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,울산,배송완료
NV-260219-00536,2026-02-19,17:32,네이버,커피포,말차라떼맛 커피포,NM-2000108,3,15900,47700,경기,배송완료
CP-4000000537,2026-02-19,21:23,쿠팡,스낵,오란다 말차,NM-3000004,3,4500,13500,부산,배송완료
29-100538,2026-02-19,22:58,29CM,MD상품,키링 포 모양,NM-4000002,3,12000,36000,인천,배송완료
NV-260219-00539,2026-02-19,20:31,네이버,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,1,5500,5500,충남,배송완료
NV-260219-00539,2026-02-19,20:31,네이버,커피포,라즈베리말차 커피포,NM-2000017,1,15900,15900,충남,배송완료
NV-260219-00540,2026-02-19,21:44,네이버,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,서울,배송완료
NV-260219-00540,2026-02-19,21:44,네이버,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,서울,배송완료
NV-260219-00541,2026-02-19,11:14,네이버,스낵,오란다 오리지널,NM-3000003,3,4500,13500,경기,배송완료
KL-260219-0542,2026-02-19,20:41,컬리,커피포,타로밀크티 커피포,NM-2000018,1,15900,15900,서울,배송완료
KL-260219-0543,2026-02-19,21:27,컬리,커피포,말차라떼맛 커피포,NM-2000108,3,15900,47700,충북,배송완료
KL-260219-0543,2026-02-19,21:27,컬리,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,충북,배송완료
KL-260219-0543,2026-02-19,21:27,컬리,커피포,군밤맛 커피포,NM-2000015,2,15900,31800,충북,배송완료
CP-4000000544,2026-02-19,12:23,쿠팡,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,서울,배송완료
CP-4000000544,2026-02-19,12:23,쿠팡,커피포,바나나우유맛 커피포,NM-2000043,2,15900,31800,서울,배송완료
CP-4000000545,2026-02-19,21:38,쿠팡,커피포,타로밀크티 커피포,NM-2000018,3,15900,47700,경기,교환완료
CP-4000000545,2026-02-19,21:38,쿠팡,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,경기,교환완료
CP-4000000546,2026-02-19,21:52,쿠팡,세트,전맛 6종 세트,NM-5000002,3,89000,267000,서울,배송완료
CP-4000000546,2026-02-19,21:52,쿠팡,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,서울,배송완료
CP-4000000546,2026-02-19,21:52,쿠팡,스낵,건빵크런치 8개입,NM-3000001,1,6500,6500,서울,배송완료
KL-260219-0547,2026-02-19,03:07,컬리,커피포,오리지널 에어 10T,NM-2000008,2,16500,33000,대구,배송완료
KL-260219-0547,2026-02-19,03:07,컬리,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,대구,배송완료
KL-260219-0547,2026-02-19,03:07,컬리,커피포,얼그레이밀크티 커피포,NM-2000016,1,15900,15900,대구,배송완료
NV-260219-00548,2026-02-19,13:18,네이버,커피포,화이트베리모카맛 커피포,NM-2000013,1,15900,15900,서울,배송완료
NV-260219-00548,2026-02-19,13:18,네이버,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,서울,배송완료
KL-260219-0549,2026-02-19,13:23,컬리,세트,베스트 4종 세트,NM-5000001,3,55000,165000,대전,배송완료
KL-260219-0549,2026-02-19,13:23,컬리,커피포,밀크카라멜맛 커피포,NM-2000114,3,15900,47700,대전,배송완료
29-100550,2026-02-19,13:13,29CM,커피포,얼그레이밀크티 커피포,NM-2000016,1,15900,15900,강원,배송완료
29-100550,2026-02-19,13:13,29CM,스낵,건빵크런치 8개입,NM-3000001,2,6500,13000,강원,배송완료
29-100550,2026-02-19,13:13,29CM,커피포,라즈베리말차 커피포,NM-2000017,2,15900,31800,강원,배송완료
KL-260219-0551,2026-02-19,12:01,컬리,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,서울,배송완료
KL-260219-0551,2026-02-19,12:01,컬리,세트,베스트 4종 세트,NM-5000001,1,55000,55000,서울,배송완료
NV-260219-00552,2026-02-19,22:19,네이버,세트,선물세트 (3입x4종),NM-5000003,2,32000,64000,충북,반품완료
CP-4000000553,2026-02-19,05:52,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,대전,배송완료
NV-260219-00554,2026-02-19,10:57,네이버,스낵,오란다 오리지널,NM-3000003,2,4500,9000,서울,배송완료
CP-4000000555,2026-02-19,18:54,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,경남,배송완료
CP-4000000555,2026-02-19,18:54,쿠팡,스낵,오란다 말차,NM-3000004,3,4500,13500,경남,배송완료
NV-260219-00556,2026-02-19,22:39,네이버,MD상품,키링 mix man,NM-4000001,1,12000,12000,부산,배송완료
NV-260219-00556,2026-02-19,22:39,네이버,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,부산,배송완료
CP-4000000557,2026-02-19,20:23,쿠팡,커피포,라즈베리말차 커피포,NM-2000017,2,15900,31800,서울,반품완료
CP-4000000557,2026-02-19,20:23,쿠팡,커피포,오리지널 에어 10T,NM-2000008,2,16500,33000,서울,반품완료
NV-260219-00558,2026-02-19,22:45,네이버,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,충북,배송완료
NV-260219-00558,2026-02-19,22:45,네이버,MD상품,키링 mix man,NM-4000001,3,12000,36000,충북,배송완료
KL-260220-0559,2026-02-20,07:09,컬리,커피포,밀크카라멜맛 커피포,NM-2000114,2,15900,31800,울산,배송완료
KL-260220-0559,2026-02-20,07:09,컬리,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,울산,배송완료
29-100560,2026-02-20,21:23,29CM,커피포,바나나우유맛 커피포,NM-2000043,2,15900,31800,강원,배송완료
NV-260220-00561,2026-02-20,22:11,네이버,세트,전맛 6종 세트,NM-5000002,1,89000,89000,경기,배송완료
NV-260220-00561,2026-02-20,22:11,네이버,커피포,오리지널 에어 10T,NM-2000008,1,16500,16500,경기,배송완료
NV-260220-00562,2026-02-20,15:09,네이버,세트,전맛 6종 세트,NM-5000002,2,89000,178000,전남,배송완료
NV-260220-00562,2026-02-20,15:09,네이버,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,전남,배송완료
NV-260220-00563,2026-02-20,06:08,네이버,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,서울,배송완료
NV-260220-00563,2026-02-20,06:08,네이버,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,서울,배송완료
NV-260220-00564,2026-02-20,11:29,네이버,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,충남,배송완료
NV-260220-00564,2026-02-20,11:29,네이버,세트,선물세트 (3입x4종),NM-5000003,3,32000,96000,충남,배송완료
NV-260220-00564,2026-02-20,11:29,네이버,커피포,화이트베리모카맛 커피포,NM-2000013,1,15900,15900,충남,배송완료
CP-4000000565,2026-02-20,16:23,쿠팡,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,경기,배송완료
NV-260220-00566,2026-02-20,11:56,네이버,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,서울,반품완료
NV-260220-00567,2026-02-20,09:17,네이버,커피포,민트초코맛 커피포,NM-2000014,1,15900,15900,충북,배송완료
NV-260220-00568,2026-02-20,08:15,네이버,세트,베스트 4종 세트,NM-5000001,1,55000,55000,강원,배송완료
NV-260220-00569,2026-02-20,19:34,네이버,스낵,건빵크런치 8개입,NM-3000001,1,6500,6500,대전,배송완료
NV-260220-00570,2026-02-20,14:00,네이버,커피포,타로밀크티 커피포,NM-2000018,2,15900,31800,경기,반품완료
NV-260220-00571,2026-02-20,08:38,네이버,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,서울,배송완료
NV-260220-00572,2026-02-20,20:13,네이버,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,충남,배송완료
NV-260220-00572,2026-02-20,20:13,네이버,MD상품,키링 mix man,NM-4000001,1,12000,12000,충남,배송완료
NV-260220-00573,2026-02-20,12:31,네이버,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,세종,배송완료
NV-260220-00573,2026-02-20,12:31,네이버,세트,전맛 6종 세트,NM-5000002,2,89000,178000,세종,배송완료
NV-260220-00574,2026-02-20,08:23,네이버,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,서울,배송완료
NV-260220-00574,2026-02-20,08:23,네이버,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,서울,배송완료
NV-260220-00574,2026-02-20,08:23,네이버,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,서울,배송완료
NV-260220-00575,2026-02-20,21:21,네이버,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,경기,배송완료
NV-260220-00575,2026-02-20,21:21,네이버,커피포,민트초코맛 커피포,NM-2000014,3,15900,47700,경기,배송완료
KL-260220-0576,2026-02-20,18:54,컬리,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,서울,배송완료
KL-260220-0577,2026-02-20,22:55,컬리,MD상품,키링 포 모양,NM-4000002,3,12000,36000,경기,배송완료
KL-260220-0578,2026-02-20,17:24,컬리,커피포,생일파티바닐라 커피포,NM-2000005,3,15900,47700,인천,배송완료
29-100579,2026-02-20,20:15,29CM,세트,선물세트 (3입x4종),NM-5000003,2,32000,64000,인천,반품완료
29-100579,2026-02-20,20:15,29CM,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,인천,반품완료
KL-260220-0580,2026-02-20,13:30,컬리,세트,베스트 4종 세트,NM-5000001,2,55000,110000,경기,교환완료
KL-260220-0581,2026-02-20,14:12,컬리,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,서울,배송완료
CP-4000000582,2026-02-20,18:26,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,경기,배송완료
CP-4000000583,2026-02-20,20:53,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,울산,배송완료
CP-4000000583,2026-02-20,20:53,쿠팡,세트,전맛 6종 세트,NM-5000002,3,89000,267000,울산,배송완료
NV-260220-00584,2026-02-20,08:29,네이버,세트,베스트 4종 세트,NM-5000001,1,55000,55000,서울,배송완료
NV-260220-00584,2026-02-20,08:29,네이버,커피포,라즈베리말차 커피포,NM-2000017,2,15900,31800,서울,배송완료
29-100585,2026-02-20,15:32,29CM,커피포,얼그레이밀크티 커피포,NM-2000016,2,15900,31800,경북,배송완료
CP-4000000586,2026-02-20,20:05,쿠팡,커피포,말차라떼맛 커피포,NM-2000108,2,15900,31800,전남,배송완료
CP-4000000586,2026-02-20,20:05,쿠팡,세트,선물세트 (3입x4종),NM-5000003,2,32000,64000,전남,배송완료
NV-260220-00587,2026-02-20,16:13,네이버,MD상품,뉴믹스 에코백,NM-4000004,1,18000,18000,전남,배송완료
CP-4000000588,2026-02-20,08:14,쿠팡,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,경남,반품완료
CP-4000000588,2026-02-20,08:14,쿠팡,커피포,타로밀크티 커피포,NM-2000018,2,15900,31800,경남,반품완료
KL-260220-0589,2026-02-20,21:17,컬리,커피포,말차라떼맛 커피포,NM-2000108,2,15900,31800,광주,배송완료
NV-260220-00590,2026-02-20,11:57,네이버,커피포,라즈베리말차 커피포,NM-2000017,2,15900,31800,강원,배송완료
NV-260220-00591,2026-02-20,16:41,네이버,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,전남,반품완료
NV-260220-00591,2026-02-20,16:41,네이버,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,전남,반품완료
CP-4000000592,2026-02-20,13:16,쿠팡,세트,전맛 6종 세트,NM-5000002,3,89000,267000,경기,배송완료
CP-4000000592,2026-02-20,13:16,쿠팡,스낵,건빵크런치 8개입,NM-3000001,2,6500,13000,경기,배송완료
NV-260221-00593,2026-02-21,08:22,네이버,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,충남,교환완료
NV-260221-00594,2026-02-21,22:04,네이버,세트,전맛 6종 세트,NM-5000002,1,89000,89000,제주,배송완료
NV-260221-00595,2026-02-21,14:46,네이버,커피포,얼그레이밀크티 커피포,NM-2000016,2,15900,31800,전북,배송완료
NV-260221-00596,2026-02-21,09:19,네이버,커피포,민트초코맛 커피포,NM-2000014,2,15900,31800,경기,배송완료
NV-260221-00596,2026-02-21,09:19,네이버,스낵,오란다 오리지널,NM-3000003,1,4500,4500,경기,배송완료
NV-260221-00597,2026-02-21,12:04,네이버,커피포,라즈베리말차 커피포,NM-2000017,1,15900,15900,서울,배송완료
NV-260221-00597,2026-02-21,12:04,네이버,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,서울,배송완료
CP-4000000598,2026-02-21,16:52,쿠팡,커피포,바나나우유맛 커피포,NM-2000043,2,15900,31800,전남,배송완료
CP-4000000598,2026-02-21,16:52,쿠팡,세트,베스트 4종 세트,NM-5000001,3,55000,165000,전남,배송완료
CP-4000000598,2026-02-21,16:52,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,전남,배송완료
CP-4000000599,2026-02-21,12:12,쿠팡,커피포,말차라떼맛 커피포,NM-2000108,2,15900,31800,서울,배송완료
CP-4000000599,2026-02-21,12:12,쿠팡,커피포,오리지널 에어 10T,NM-2000008,1,16500,16500,서울,배송완료
KL-260221-0600,2026-02-21,16:07,컬리,세트,베스트 4종 세트,NM-5000001,1,55000,55000,부산,배송완료
KL-260221-0600,2026-02-21,16:07,컬리,커피포,밀크카라멜맛 커피포,NM-2000114,3,15900,47700,부산,배송완료
29-100601,2026-02-21,23:57,29CM,MD상품,키링 mix man,NM-4000001,1,12000,12000,부산,배송완료
29-100601,2026-02-21,23:57,29CM,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,부산,배송완료
29-100601,2026-02-21,23:57,29CM,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,부산,배송완료
CP-4000000602,2026-02-21,11:33,쿠팡,커피포,오리지널 에어 10T,NM-2000008,1,16500,16500,충남,반품완료
NV-260221-00603,2026-02-21,20:56,네이버,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,대구,배송완료
NV-260221-00604,2026-02-21,22:37,네이버,커피포,타로밀크티 커피포,NM-2000018,1,15900,15900,서울,배송완료
NV-260221-00604,2026-02-21,22:37,네이버,커피포,라즈베리말차 커피포,NM-2000017,1,15900,15900,서울,배송완료
NV-260221-00604,2026-02-21,22:37,네이버,스낵,오란다 오리지널,NM-3000003,2,4500,9000,서울,배송완료
KL-260221-0605,2026-02-21,14:01,컬리,세트,전맛 6종 세트,NM-5000002,1,89000,89000,인천,배송완료
KL-260221-0605,2026-02-21,14:01,컬리,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,인천,배송완료
CP-4000000606,2026-02-21,18:31,쿠팡,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,서울,배송완료
CP-4000000606,2026-02-21,18:31,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,서울,배송완료
NV-260221-00607,2026-02-21,04:09,네이버,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,제주,배송완료
NV-260221-00608,2026-02-21,21:20,네이버,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,충남,배송완료
NV-260221-00608,2026-02-21,21:20,네이버,세트,선물세트 (3입x4종),NM-5000003,3,32000,96000,충남,배송완료
KL-260221-0609,2026-02-21,23:25,컬리,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,경기,배송완료
NV-260221-00610,2026-02-21,11:58,네이버,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,경북,배송완료
29-100611,2026-02-21,16:29,29CM,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,경기,반품완료
NV-260221-00612,2026-02-21,17:57,네이버,MD상품,키링 mix man,NM-4000001,2,12000,24000,대구,교환완료
NV-260221-00612,2026-02-21,17:57,네이버,세트,베스트 4종 세트,NM-5000001,2,55000,110000,대구,교환완료
NV-260221-00613,2026-02-21,11:58,네이버,세트,전맛 6종 세트,NM-5000002,1,89000,89000,인천,배송완료
CP-4000000614,2026-02-21,21:38,쿠팡,커피포,타로밀크티 커피포,NM-2000018,3,15900,47700,경남,배송완료
CP-4000000614,2026-02-21,21:38,쿠팡,스낵,오란다 말차,NM-3000004,2,4500,9000,경남,배송완료
29-100615,2026-02-21,20:59,29CM,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,대구,배송완료
CP-4000000616,2026-02-21,19:33,쿠팡,MD상품,뉴믹스 에코백,NM-4000004,3,18000,54000,제주,배송완료
KL-260221-0617,2026-02-21,18:28,컬리,커피포,얼그레이밀크티 커피포,NM-2000016,2,15900,31800,광주,배송완료
KL-260221-0618,2026-02-21,20:33,컬리,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,서울,배송완료
CP-4000000619,2026-02-21,10:08,쿠팡,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,충북,배송완료
NV-260221-00620,2026-02-21,20:31,네이버,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,경기,배송완료
NV-260221-00620,2026-02-21,20:31,네이버,세트,전맛 6종 세트,NM-5000002,1,89000,89000,경기,배송완료
NV-260221-00620,2026-02-21,20:31,네이버,커피포,생일파티바닐라 커피포,NM-2000005,2,15900,31800,경기,배송완료
NV-260221-00621,2026-02-21,00:39,네이버,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,서울,배송완료
NV-260221-00621,2026-02-21,00:39,네이버,세트,선물세트 (3입x4종),NM-5000003,2,32000,64000,서울,배송완료
29-100622,2026-02-21,16:42,29CM,커피포,군밤맛 커피포,NM-2000015,2,15900,31800,부산,배송완료
29-100622,2026-02-21,16:42,29CM,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,부산,배송완료
CP-4000000623,2026-02-22,14:04,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,경기,배송완료
CP-4000000624,2026-02-22,02:41,쿠팡,커피포,군밤맛 커피포,NM-2000015,2,15900,31800,경기,배송완료
CP-4000000624,2026-02-22,02:41,쿠팡,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,경기,배송완료
CP-4000000624,2026-02-22,02:41,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,경기,배송완료
29-100625,2026-02-22,19:57,29CM,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,서울,배송완료
29-100625,2026-02-22,19:57,29CM,세트,전맛 6종 세트,NM-5000002,2,89000,178000,서울,배송완료
KL-260222-0626,2026-02-22,19:55,컬리,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,경기,반품완료
CP-4000000627,2026-02-22,01:22,쿠팡,커피포,라즈베리말차 커피포,NM-2000017,1,15900,15900,서울,배송완료
CP-4000000628,2026-02-22,16:22,쿠팡,스낵,오란다 오리지널,NM-3000003,1,4500,4500,경기,배송완료
NV-260222-00629,2026-02-22,17:56,네이버,커피포,생일파티바닐라 커피포,NM-2000005,2,15900,31800,서울,배송완료
KL-260222-0630,2026-02-22,22:42,컬리,스낵,건빵크런치 8개입,NM-3000001,2,6500,13000,부산,교환완료
KL-260222-0630,2026-02-22,22:42,컬리,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,부산,교환완료
KL-260222-0630,2026-02-22,22:42,컬리,세트,전맛 6종 세트,NM-5000002,2,89000,178000,부산,교환완료
CP-4000000631,2026-02-22,21:53,쿠팡,커피포,바나나우유맛 커피포,NM-2000043,2,15900,31800,대전,배송완료
CP-4000000632,2026-02-22,20:13,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,서울,배송완료
CP-4000000632,2026-02-22,20:13,쿠팡,세트,베스트 4종 세트,NM-5000001,1,55000,55000,서울,배송완료
CP-4000000632,2026-02-22,20:13,쿠팡,커피포,군밤맛 커피포,NM-2000015,3,15900,47700,서울,배송완료
CP-4000000633,2026-02-22,21:49,쿠팡,커피포,생일파티바닐라 커피포,NM-2000005,2,15900,31800,부산,배송완료
CP-4000000633,2026-02-22,21:49,쿠팡,세트,선물세트 (3입x4종),NM-5000003,1,32000,32000,부산,배송완료
KL-260222-0634,2026-02-22,10:45,컬리,커피포,군밤맛 커피포,NM-2000015,2,15900,31800,부산,배송완료
KL-260222-0634,2026-02-22,10:45,컬리,커피포,얼그레이밀크티 커피포,NM-2000016,2,15900,31800,부산,배송완료
CP-4000000635,2026-02-22,09:37,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,대구,반품완료
NV-260222-00636,2026-02-22,16:44,네이버,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,광주,배송완료
NV-260222-00636,2026-02-22,16:44,네이버,세트,베스트 4종 세트,NM-5000001,1,55000,55000,광주,배송완료
CP-4000000637,2026-02-22,12:13,쿠팡,커피포,군밤맛 커피포,NM-2000015,2,15900,31800,서울,교환완료
KL-260222-0638,2026-02-22,21:17,컬리,커피포,화이트베리모카맛 커피포,NM-2000013,1,15900,15900,강원,교환완료
KL-260222-0638,2026-02-22,21:17,컬리,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,강원,교환완료
CP-4000000639,2026-02-22,17:55,쿠팡,커피포,오리지널 에어 10T,NM-2000008,1,16500,16500,서울,배송완료
CP-4000000640,2026-02-22,23:40,쿠팡,세트,전맛 6종 세트,NM-5000002,2,89000,178000,인천,배송완료
CP-4000000640,2026-02-22,23:40,쿠팡,MD상품,도자기컵,NM-4000003,2,28000,56000,인천,배송완료
CP-4000000641,2026-02-22,14:04,쿠팡,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,경남,배송완료
CP-4000000641,2026-02-22,14:04,쿠팡,MD상품,키링 포 모양,NM-4000002,1,12000,12000,경남,배송완료
CP-4000000641,2026-02-22,14:04,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,경남,배송완료
CP-4000000642,2026-02-22,21:02,쿠팡,세트,전맛 6종 세트,NM-5000002,1,89000,89000,울산,배송완료
CP-4000000642,2026-02-22,21:02,쿠팡,MD상품,키링 포 모양,NM-4000002,3,12000,36000,울산,배송완료
CP-4000000642,2026-02-22,21:02,쿠팡,MD상품,뉴믹스 에코백,NM-4000004,1,18000,18000,울산,배송완료
CP-4000000643,2026-02-22,19:21,쿠팡,커피포,얼그레이밀크티 커피포,NM-2000016,3,15900,47700,경기,배송완료
CP-4000000643,2026-02-22,19:21,쿠팡,세트,베스트 4종 세트,NM-5000001,1,55000,55000,경기,배송완료
CP-4000000643,2026-02-22,19:21,쿠팡,커피포,라즈베리말차 커피포,NM-2000017,2,15900,31800,경기,배송완료
